Disease,Vector,Attribute,Neglected,AI_Type,Objective,Query,Result_Count
Schistosomiasis,aquatic snail,parasite,Y,sentiment analysis,early warning system,Schistosomiasis AND sentiment analysis AND early warning system,0
Schistosomiasis,aquatic snail,parasite,Y,sentiment analysis,diagnostic,Schistosomiasis AND sentiment analysis AND diagnostic,0
Schistosomiasis,aquatic snail,parasite,Y,fuzzy logic,surveillance,Schistosomiasis AND fuzzy logic AND surveillance,0
Schistosomiasis,aquatic snail,parasite,Y,fuzzy logic,forecast,Schistosomiasis AND fuzzy logic AND forecast,0
Schistosomiasis,aquatic snail,parasite,Y,fuzzy logic,early warning system,Schistosomiasis AND fuzzy logic AND early warning system,0
Schistosomiasis,aquatic snail,parasite,Y,fuzzy logic,diagnostic,Schistosomiasis AND fuzzy logic AND diagnostic,0
onchocerciasis,blackfly,parasite,Y,deep learning,surveillance,onchocerciasis AND deep learning AND surveillance,0
onchocerciasis,blackfly,parasite,Y,deep learning,forecast,onchocerciasis AND deep learning AND forecast,0
onchocerciasis,blackfly,parasite,Y,deep learning,early warning system,onchocerciasis AND deep learning AND early warning system,0
onchocerciasis,blackfly,parasite,Y,deep learning,diagnostic,onchocerciasis AND deep learning AND diagnostic,0
onchocerciasis,blackfly,parasite,Y,machine learning,surveillance,onchocerciasis AND machine learning AND surveillance,3
onchocerciasis,blackfly,parasite,Y,machine learning,forecast,onchocerciasis AND machine learning AND forecast,0
onchocerciasis,blackfly,parasite,Y,machine learning,early warning system,onchocerciasis AND machine learning AND early warning system,0
onchocerciasis,blackfly,parasite,Y,machine learning,diagnostic,onchocerciasis AND machine learning AND diagnostic,2
onchocerciasis,blackfly,parasite,Y,k-means clustering,surveillance,onchocerciasis AND k-means clustering AND surveillance,0
onchocerciasis,blackfly,parasite,Y,k-means clustering,forecast,onchocerciasis AND k-means clustering AND forecast,0
onchocerciasis,blackfly,parasite,Y,k-means clustering,early warning system,onchocerciasis AND k-means clustering AND early warning system,0
onchocerciasis,blackfly,parasite,Y,k-means clustering,diagnostic,onchocerciasis AND k-means clustering AND diagnostic,0
onchocerciasis,blackfly,parasite,Y,logistic regression,surveillance,onchocerciasis AND logistic regression AND surveillance,38
onchocerciasis,blackfly,parasite,Y,logistic regression,forecast,onchocerciasis AND logistic regression AND forecast,1
onchocerciasis,blackfly,parasite,Y,logistic regression,early warning system,onchocerciasis AND logistic regression AND early warning system,0
onchocerciasis,blackfly,parasite,Y,logistic regression,diagnostic,onchocerciasis AND logistic regression AND diagnostic,16
onchocerciasis,blackfly,parasite,Y,support vector machine,surveillance,onchocerciasis AND support vector machine AND surveillance,1
onchocerciasis,blackfly,parasite,Y,support vector machine,forecast,onchocerciasis AND support vector machine AND forecast,0
onchocerciasis,blackfly,parasite,Y,support vector machine,early warning system,onchocerciasis AND support vector machine AND early warning system,0
onchocerciasis,blackfly,parasite,Y,support vector machine,diagnostic,onchocerciasis AND support vector machine AND diagnostic,0
onchocerciasis,blackfly,parasite,Y,text mining,surveillance,onchocerciasis AND text mining AND surveillance,3
onchocerciasis,blackfly,parasite,Y,text mining,forecast,onchocerciasis AND text mining AND forecast,0
onchocerciasis,blackfly,parasite,Y,text mining,early warning system,onchocerciasis AND text mining AND early warning system,0
onchocerciasis,blackfly,parasite,Y,text mining,diagnostic,onchocerciasis AND text mining AND diagnostic,1
onchocerciasis,blackfly,parasite,Y,artificial neural networks,surveillance,onchocerciasis AND artificial neural networks AND surveillance,0
onchocerciasis,blackfly,parasite,Y,artificial neural networks,forecast,onchocerciasis AND artificial neural networks AND forecast,0
onchocerciasis,blackfly,parasite,Y,artificial neural networks,early warning system,onchocerciasis AND artificial neural networks AND early warning system,0
onchocerciasis,blackfly,parasite,Y,artificial neural networks,diagnostic,onchocerciasis AND artificial neural networks AND diagnostic,0
onchocerciasis,blackfly,parasite,Y,expert system,surveillance,onchocerciasis AND expert system AND surveillance,2
onchocerciasis,blackfly,parasite,Y,expert system,forecast,onchocerciasis AND expert system AND forecast,1
onchocerciasis,blackfly,parasite,Y,expert system,early warning system,onchocerciasis AND expert system AND early warning system,0
onchocerciasis,blackfly,parasite,Y,expert system,diagnostic,onchocerciasis AND expert system AND diagnostic,1
onchocerciasis,blackfly,parasite,Y,random forest,surveillance,onchocerciasis AND random forest AND surveillance,1
onchocerciasis,blackfly,parasite,Y,random forest,forecast,onchocerciasis AND random forest AND forecast,0
onchocerciasis,blackfly,parasite,Y,random forest,early warning system,onchocerciasis AND random forest AND early warning system,0
onchocerciasis,blackfly,parasite,Y,random forest,diagnostic,onchocerciasis AND random forest AND diagnostic,1
onchocerciasis,blackfly,parasite,Y,decision trees,surveillance,onchocerciasis AND decision trees AND surveillance,0
onchocerciasis,blackfly,parasite,Y,decision trees,forecast,onchocerciasis AND decision trees AND forecast,0
onchocerciasis,blackfly,parasite,Y,decision trees,early warning system,onchocerciasis AND decision trees AND early warning system,0
onchocerciasis,blackfly,parasite,Y,decision trees,diagnostic,onchocerciasis AND decision trees AND diagnostic,0
onchocerciasis,blackfly,parasite,Y,gradient boosting,surveillance,onchocerciasis AND gradient boosting AND surveillance,0
onchocerciasis,blackfly,parasite,Y,gradient boosting,forecast,onchocerciasis AND gradient boosting AND forecast,0
onchocerciasis,blackfly,parasite,Y,gradient boosting,early warning system,onchocerciasis AND gradient boosting AND early warning system,0
onchocerciasis,blackfly,parasite,Y,gradient boosting,diagnostic,onchocerciasis AND gradient boosting AND diagnostic,0
onchocerciasis,blackfly,parasite,Y,natural language processing,surveillance,onchocerciasis AND natural language processing AND surveillance,0
onchocerciasis,blackfly,parasite,Y,natural language processing,forecast,onchocerciasis AND natural language processing AND forecast,0
onchocerciasis,blackfly,parasite,Y,natural language processing,early warning system,onchocerciasis AND natural language processing AND early warning system,0
onchocerciasis,blackfly,parasite,Y,natural language processing,diagnostic,onchocerciasis AND natural language processing AND diagnostic,0
onchocerciasis,blackfly,parasite,Y,sentiment analysis,surveillance,onchocerciasis AND sentiment analysis AND surveillance,0
onchocerciasis,blackfly,parasite,Y,sentiment analysis,forecast,onchocerciasis AND sentiment analysis AND forecast,0
onchocerciasis,blackfly,parasite,Y,sentiment analysis,early warning system,onchocerciasis AND sentiment analysis AND early warning system,0
onchocerciasis,blackfly,parasite,Y,sentiment analysis,diagnostic,onchocerciasis AND sentiment analysis AND diagnostic,0
onchocerciasis,blackfly,parasite,Y,fuzzy logic,surveillance,onchocerciasis AND fuzzy logic AND surveillance,0
onchocerciasis,blackfly,parasite,Y,fuzzy logic,forecast,onchocerciasis AND fuzzy logic AND forecast,0
onchocerciasis,blackfly,parasite,Y,fuzzy logic,early warning system,onchocerciasis AND fuzzy logic AND early warning system,0
onchocerciasis,blackfly,parasite,Y,fuzzy logic,diagnostic,onchocerciasis AND fuzzy logic AND diagnostic,0
plague,fleas,bacteria,N,deep learning,surveillance,plague AND deep learning AND surveillance,0
plague,fleas,bacteria,N,deep learning,forecast,plague AND deep learning AND forecast,2
plague,fleas,bacteria,N,deep learning,early warning system,plague AND deep learning AND early warning system,0
plague,fleas,bacteria,N,deep learning,diagnostic,plague AND deep learning AND diagnostic,9
plague,fleas,bacteria,N,machine learning,surveillance,plague AND machine learning AND surveillance,9
plague,fleas,bacteria,N,machine learning,forecast,plague AND machine learning AND forecast,9
plague,fleas,bacteria,N,machine learning,early warning system,plague AND machine learning AND early warning system,1
plague,fleas,bacteria,N,machine learning,diagnostic,plague AND machine learning AND diagnostic,13
plague,fleas,bacteria,N,k-means clustering,surveillance,plague AND k-means clustering AND surveillance,0
plague,fleas,bacteria,N,k-means clustering,forecast,plague AND k-means clustering AND forecast,0
plague,fleas,bacteria,N,k-means clustering,early warning system,plague AND k-means clustering AND early warning system,0
plague,fleas,bacteria,N,k-means clustering,diagnostic,plague AND k-means clustering AND diagnostic,0
plague,fleas,bacteria,N,logistic regression,surveillance,plague AND logistic regression AND surveillance,37
plague,fleas,bacteria,N,logistic regression,forecast,plague AND logistic regression AND forecast,5
plague,fleas,bacteria,N,logistic regression,early warning system,plague AND logistic regression AND early warning system,0
plague,fleas,bacteria,N,logistic regression,diagnostic,plague AND logistic regression AND diagnostic,19
plague,fleas,bacteria,N,support vector machine,surveillance,plague AND support vector machine AND surveillance,1
plague,fleas,bacteria,N,support vector machine,forecast,plague AND support vector machine AND forecast,2
plague,fleas,bacteria,N,support vector machine,early warning system,plague AND support vector machine AND early warning system,1
plague,fleas,bacteria,N,support vector machine,diagnostic,plague AND support vector machine AND diagnostic,2
plague,fleas,bacteria,N,text mining,surveillance,plague AND text mining AND surveillance,5
plague,fleas,bacteria,N,text mining,forecast,plague AND text mining AND forecast,1
plague,fleas,bacteria,N,text mining,early warning system,plague AND text mining AND early warning system,0
plague,fleas,bacteria,N,text mining,diagnostic,plague AND text mining AND diagnostic,0
plague,fleas,bacteria,N,artificial neural networks,surveillance,plague AND artificial neural networks AND surveillance,0
plague,fleas,bacteria,N,artificial neural networks,forecast,plague AND artificial neural networks AND forecast,0
plague,fleas,bacteria,N,artificial neural networks,early warning system,plague AND artificial neural networks AND early warning system,0
plague,fleas,bacteria,N,artificial neural networks,diagnostic,plague AND artificial neural networks AND diagnostic,3
plague,fleas,bacteria,N,expert system,surveillance,plague AND expert system AND surveillance,3
plague,fleas,bacteria,N,expert system,forecast,plague AND expert system AND forecast,0
plague,fleas,bacteria,N,expert system,early warning system,plague AND expert system AND early warning system,0
plague,fleas,bacteria,N,expert system,diagnostic,plague AND expert system AND diagnostic,3
plague,fleas,bacteria,N,random forest,surveillance,plague AND random forest AND surveillance,1
plague,fleas,bacteria,N,random forest,forecast,plague AND random forest AND forecast,1
plague,fleas,bacteria,N,random forest,early warning system,plague AND random forest AND early warning system,0
plague,fleas,bacteria,N,random forest,diagnostic,plague AND random forest AND diagnostic,0
plague,fleas,bacteria,N,decision trees,surveillance,plague AND decision trees AND surveillance,1
plague,fleas,bacteria,N,decision trees,forecast,plague AND decision trees AND forecast,0
plague,fleas,bacteria,N,decision trees,early warning system,plague AND decision trees AND early warning system,0
plague,fleas,bacteria,N,decision trees,diagnostic,plague AND decision trees AND diagnostic,1
plague,fleas,bacteria,N,gradient boosting,surveillance,plague AND gradient boosting AND surveillance,0
plague,fleas,bacteria,N,gradient boosting,forecast,plague AND gradient boosting AND forecast,0
plague,fleas,bacteria,N,gradient boosting,early warning system,plague AND gradient boosting AND early warning system,0
plague,fleas,bacteria,N,gradient boosting,diagnostic,plague AND gradient boosting AND diagnostic,0
plague,fleas,bacteria,N,natural language processing,surveillance,plague AND natural language processing AND surveillance,1
plague,fleas,bacteria,N,natural language processing,forecast,plague AND natural language processing AND forecast,1
plague,fleas,bacteria,N,natural language processing,early warning system,plague AND natural language processing AND early warning system,0
plague,fleas,bacteria,N,natural language processing,diagnostic,plague AND natural language processing AND diagnostic,1
plague,fleas,bacteria,N,sentiment analysis,surveillance,plague AND sentiment analysis AND surveillance,0
plague,fleas,bacteria,N,sentiment analysis,forecast,plague AND sentiment analysis AND forecast,0
plague,fleas,bacteria,N,sentiment analysis,early warning system,plague AND sentiment analysis AND early warning system,0
plague,fleas,bacteria,N,sentiment analysis,diagnostic,plague AND sentiment analysis AND diagnostic,0
plague,fleas,bacteria,N,fuzzy logic,surveillance,plague AND fuzzy logic AND surveillance,0
plague,fleas,bacteria,N,fuzzy logic,forecast,plague AND fuzzy logic AND forecast,1
plague,fleas,bacteria,N,fuzzy logic,early warning system,plague AND fuzzy logic AND early warning system,0
plague,fleas,bacteria,N,fuzzy logic,diagnostic,plague AND fuzzy logic AND diagnostic,1
tungiasis,fleas,ectoparasite,N,deep learning,surveillance,tungiasis AND deep learning AND surveillance,0
tungiasis,fleas,ectoparasite,N,deep learning,forecast,tungiasis AND deep learning AND forecast,0
tungiasis,fleas,ectoparasite,N,deep learning,early warning system,tungiasis AND deep learning AND early warning system,0
tungiasis,fleas,ectoparasite,N,deep learning,diagnostic,tungiasis AND deep learning AND diagnostic,0
tungiasis,fleas,ectoparasite,N,machine learning,surveillance,tungiasis AND machine learning AND surveillance,0
tungiasis,fleas,ectoparasite,N,machine learning,forecast,tungiasis AND machine learning AND forecast,0
tungiasis,fleas,ectoparasite,N,machine learning,early warning system,tungiasis AND machine learning AND early warning system,0
tungiasis,fleas,ectoparasite,N,machine learning,diagnostic,tungiasis AND machine learning AND diagnostic,0
tungiasis,fleas,ectoparasite,N,k-means clustering,surveillance,tungiasis AND k-means clustering AND surveillance,0
tungiasis,fleas,ectoparasite,N,k-means clustering,forecast,tungiasis AND k-means clustering AND forecast,0
tungiasis,fleas,ectoparasite,N,k-means clustering,early warning system,tungiasis AND k-means clustering AND early warning system,0
tungiasis,fleas,ectoparasite,N,k-means clustering,diagnostic,tungiasis AND k-means clustering AND diagnostic,0
tungiasis,fleas,ectoparasite,N,logistic regression,surveillance,tungiasis AND logistic regression AND surveillance,8
tungiasis,fleas,ectoparasite,N,logistic regression,forecast,tungiasis AND logistic regression AND forecast,0
tungiasis,fleas,ectoparasite,N,logistic regression,early warning system,tungiasis AND logistic regression AND early warning system,0
tungiasis,fleas,ectoparasite,N,logistic regression,diagnostic,tungiasis AND logistic regression AND diagnostic,1
tungiasis,fleas,ectoparasite,N,support vector machine,surveillance,tungiasis AND support vector machine AND surveillance,0
tungiasis,fleas,ectoparasite,N,support vector machine,forecast,tungiasis AND support vector machine AND forecast,0
tungiasis,fleas,ectoparasite,N,support vector machine,early warning system,tungiasis AND support vector machine AND early warning system,0
tungiasis,fleas,ectoparasite,N,support vector machine,diagnostic,tungiasis AND support vector machine AND diagnostic,0
tungiasis,fleas,ectoparasite,N,text mining,surveillance,tungiasis AND text mining AND surveillance,0
tungiasis,fleas,ectoparasite,N,text mining,forecast,tungiasis AND text mining AND forecast,0
tungiasis,fleas,ectoparasite,N,text mining,early warning system,tungiasis AND text mining AND early warning system,0
tungiasis,fleas,ectoparasite,N,text mining,diagnostic,tungiasis AND text mining AND diagnostic,0
tungiasis,fleas,ectoparasite,N,artificial neural networks,surveillance,tungiasis AND artificial neural networks AND surveillance,0
tungiasis,fleas,ectoparasite,N,artificial neural networks,forecast,tungiasis AND artificial neural networks AND forecast,0
tungiasis,fleas,ectoparasite,N,artificial neural networks,early warning system,tungiasis AND artificial neural networks AND early warning system,0
tungiasis,fleas,ectoparasite,N,artificial neural networks,diagnostic,tungiasis AND artificial neural networks AND diagnostic,0
tungiasis,fleas,ectoparasite,N,expert system,surveillance,tungiasis AND expert system AND surveillance,0
tungiasis,fleas,ectoparasite,N,expert system,forecast,tungiasis AND expert system AND forecast,0
tungiasis,fleas,ectoparasite,N,expert system,early warning system,tungiasis AND expert system AND early warning system,0
tungiasis,fleas,ectoparasite,N,expert system,diagnostic,tungiasis AND expert system AND diagnostic,0
tungiasis,fleas,ectoparasite,N,random forest,surveillance,tungiasis AND random forest AND surveillance,0
tungiasis,fleas,ectoparasite,N,random forest,forecast,tungiasis AND random forest AND forecast,0
tungiasis,fleas,ectoparasite,N,random forest,early warning system,tungiasis AND random forest AND early warning system,0
tungiasis,fleas,ectoparasite,N,random forest,diagnostic,tungiasis AND random forest AND diagnostic,0
tungiasis,fleas,ectoparasite,N,decision trees,surveillance,tungiasis AND decision trees AND surveillance,0
tungiasis,fleas,ectoparasite,N,decision trees,forecast,tungiasis AND decision trees AND forecast,0
tungiasis,fleas,ectoparasite,N,decision trees,early warning system,tungiasis AND decision trees AND early warning system,0
tungiasis,fleas,ectoparasite,N,decision trees,diagnostic,tungiasis AND decision trees AND diagnostic,0
tungiasis,fleas,ectoparasite,N,gradient boosting,surveillance,tungiasis AND gradient boosting AND surveillance,0
tungiasis,fleas,ectoparasite,N,gradient boosting,forecast,tungiasis AND gradient boosting AND forecast,0
tungiasis,fleas,ectoparasite,N,gradient boosting,early warning system,tungiasis AND gradient boosting AND early warning system,0
tungiasis,fleas,ectoparasite,N,gradient boosting,diagnostic,tungiasis AND gradient boosting AND diagnostic,0
tungiasis,fleas,ectoparasite,N,natural language processing,surveillance,tungiasis AND natural language processing AND surveillance,0
tungiasis,fleas,ectoparasite,N,natural language processing,forecast,tungiasis AND natural language processing AND forecast,0
tungiasis,fleas,ectoparasite,N,natural language processing,early warning system,tungiasis AND natural language processing AND early warning system,0
tungiasis,fleas,ectoparasite,N,natural language processing,diagnostic,tungiasis AND natural language processing AND diagnostic,0
tungiasis,fleas,ectoparasite,N,sentiment analysis,surveillance,tungiasis AND sentiment analysis AND surveillance,0
tungiasis,fleas,ectoparasite,N,sentiment analysis,forecast,tungiasis AND sentiment analysis AND forecast,0
tungiasis,fleas,ectoparasite,N,sentiment analysis,early warning system,tungiasis AND sentiment analysis AND early warning system,0
tungiasis,fleas,ectoparasite,N,sentiment analysis,diagnostic,tungiasis AND sentiment analysis AND diagnostic,0
tungiasis,fleas,ectoparasite,N,fuzzy logic,surveillance,tungiasis AND fuzzy logic AND surveillance,0
tungiasis,fleas,ectoparasite,N,fuzzy logic,forecast,tungiasis AND fuzzy logic AND forecast,0
tungiasis,fleas,ectoparasite,N,fuzzy logic,early warning system,tungiasis AND fuzzy logic AND early warning system,0
tungiasis,fleas,ectoparasite,N,fuzzy logic,diagnostic,tungiasis AND fuzzy logic AND diagnostic,0
typhus,Lice,bacteria,N,deep learning,surveillance,typhus AND deep learning AND surveillance,0
typhus,Lice,bacteria,N,deep learning,forecast,typhus AND deep learning AND forecast,0
typhus,Lice,bacteria,N,deep learning,early warning system,typhus AND deep learning AND early warning system,0
typhus,Lice,bacteria,N,deep learning,diagnostic,typhus AND deep learning AND diagnostic,0
typhus,Lice,bacteria,N,machine learning,surveillance,typhus AND machine learning AND surveillance,2
typhus,Lice,bacteria,N,machine learning,forecast,typhus AND machine learning AND forecast,0
typhus,Lice,bacteria,N,machine learning,early warning system,typhus AND machine learning AND early warning system,0
typhus,Lice,bacteria,N,machine learning,diagnostic,typhus AND machine learning AND diagnostic,1
typhus,Lice,bacteria,N,k-means clustering,surveillance,typhus AND k-means clustering AND surveillance,0
typhus,Lice,bacteria,N,k-means clustering,forecast,typhus AND k-means clustering AND forecast,0
typhus,Lice,bacteria,N,k-means clustering,early warning system,typhus AND k-means clustering AND early warning system,0
typhus,Lice,bacteria,N,k-means clustering,diagnostic,typhus AND k-means clustering AND diagnostic,0
typhus,Lice,bacteria,N,logistic regression,surveillance,typhus AND logistic regression AND surveillance,44
typhus,Lice,bacteria,N,logistic regression,forecast,typhus AND logistic regression AND forecast,3
typhus,Lice,bacteria,N,logistic regression,early warning system,typhus AND logistic regression AND early warning system,0
typhus,Lice,bacteria,N,logistic regression,diagnostic,typhus AND logistic regression AND diagnostic,39
typhus,Lice,bacteria,N,support vector machine,surveillance,typhus AND support vector machine AND surveillance,1
typhus,Lice,bacteria,N,support vector machine,forecast,typhus AND support vector machine AND forecast,1
typhus,Lice,bacteria,N,support vector machine,early warning system,typhus AND support vector machine AND early warning system,0
typhus,Lice,bacteria,N,support vector machine,diagnostic,typhus AND support vector machine AND diagnostic,0
typhus,Lice,bacteria,N,text mining,surveillance,typhus AND text mining AND surveillance,1
typhus,Lice,bacteria,N,text mining,forecast,typhus AND text mining AND forecast,0
typhus,Lice,bacteria,N,text mining,early warning system,typhus AND text mining AND early warning system,0
typhus,Lice,bacteria,N,text mining,diagnostic,typhus AND text mining AND diagnostic,0
typhus,Lice,bacteria,N,artificial neural networks,surveillance,typhus AND artificial neural networks AND surveillance,0
typhus,Lice,bacteria,N,artificial neural networks,forecast,typhus AND artificial neural networks AND forecast,0
typhus,Lice,bacteria,N,artificial neural networks,early warning system,typhus AND artificial neural networks AND early warning system,0
typhus,Lice,bacteria,N,artificial neural networks,diagnostic,typhus AND artificial neural networks AND diagnostic,0
typhus,Lice,bacteria,N,expert system,surveillance,typhus AND expert system AND surveillance,0
typhus,Lice,bacteria,N,expert system,forecast,typhus AND expert system AND forecast,0
typhus,Lice,bacteria,N,expert system,early warning system,typhus AND expert system AND early warning system,0
typhus,Lice,bacteria,N,expert system,diagnostic,typhus AND expert system AND diagnostic,2
typhus,Lice,bacteria,N,random forest,surveillance,typhus AND random forest AND surveillance,3
typhus,Lice,bacteria,N,random forest,forecast,typhus AND random forest AND forecast,0
typhus,Lice,bacteria,N,random forest,early warning system,typhus AND random forest AND early warning system,0
typhus,Lice,bacteria,N,random forest,diagnostic,typhus AND random forest AND diagnostic,1
typhus,Lice,bacteria,N,decision trees,surveillance,typhus AND decision trees AND surveillance,2
typhus,Lice,bacteria,N,decision trees,forecast,typhus AND decision trees AND forecast,0
typhus,Lice,bacteria,N,decision trees,early warning system,typhus AND decision trees AND early warning system,0
typhus,Lice,bacteria,N,decision trees,diagnostic,typhus AND decision trees AND diagnostic,1
typhus,Lice,bacteria,N,gradient boosting,surveillance,typhus AND gradient boosting AND surveillance,0
typhus,Lice,bacteria,N,gradient boosting,forecast,typhus AND gradient boosting AND forecast,0
typhus,Lice,bacteria,N,gradient boosting,early warning system,typhus AND gradient boosting AND early warning system,0
typhus,Lice,bacteria,N,gradient boosting,diagnostic,typhus AND gradient boosting AND diagnostic,0
typhus,Lice,bacteria,N,natural language processing,surveillance,typhus AND natural language processing AND surveillance,0
typhus,Lice,bacteria,N,natural language processing,forecast,typhus AND natural language processing AND forecast,0
typhus,Lice,bacteria,N,natural language processing,early warning system,typhus AND natural language processing AND early warning system,0
typhus,Lice,bacteria,N,natural language processing,diagnostic,typhus AND natural language processing AND diagnostic,0
typhus,Lice,bacteria,N,sentiment analysis,surveillance,typhus AND sentiment analysis AND surveillance,0
typhus,Lice,bacteria,N,sentiment analysis,forecast,typhus AND sentiment analysis AND forecast,0
typhus,Lice,bacteria,N,sentiment analysis,early warning system,typhus AND sentiment analysis AND early warning system,0
typhus,Lice,bacteria,N,sentiment analysis,diagnostic,typhus AND sentiment analysis AND diagnostic,0
typhus,Lice,bacteria,N,fuzzy logic,surveillance,typhus AND fuzzy logic AND surveillance,0
typhus,Lice,bacteria,N,fuzzy logic,forecast,typhus AND fuzzy logic AND forecast,0
typhus,Lice,bacteria,N,fuzzy logic,early warning system,typhus AND fuzzy logic AND early warning system,0
typhus,Lice,bacteria,N,fuzzy logic,diagnostic,typhus AND fuzzy logic AND diagnostic,0
leishmania,Sandfly,parasite,Y,deep learning,surveillance,leishmania AND deep learning AND surveillance,0
leishmania,Sandfly,parasite,Y,deep learning,forecast,leishmania AND deep learning AND forecast,1
leishmania,Sandfly,parasite,Y,deep learning,early warning system,leishmania AND deep learning AND early warning system,0
leishmania,Sandfly,parasite,Y,deep learning,diagnostic,leishmania AND deep learning AND diagnostic,7
leishmania,Sandfly,parasite,Y,machine learning,surveillance,leishmania AND machine learning AND surveillance,8
leishmania,Sandfly,parasite,Y,machine learning,forecast,leishmania AND machine learning AND forecast,1
leishmania,Sandfly,parasite,Y,machine learning,early warning system,leishmania AND machine learning AND early warning system,0
leishmania,Sandfly,parasite,Y,machine learning,diagnostic,leishmania AND machine learning AND diagnostic,19
leishmania,Sandfly,parasite,Y,k-means clustering,surveillance,leishmania AND k-means clustering AND surveillance,0
leishmania,Sandfly,parasite,Y,k-means clustering,forecast,leishmania AND k-means clustering AND forecast,0
leishmania,Sandfly,parasite,Y,k-means clustering,early warning system,leishmania AND k-means clustering AND early warning system,0
leishmania,Sandfly,parasite,Y,k-means clustering,diagnostic,leishmania AND k-means clustering AND diagnostic,0
leishmania,Sandfly,parasite,Y,logistic regression,surveillance,leishmania AND logistic regression AND surveillance,97
leishmania,Sandfly,parasite,Y,logistic regression,forecast,leishmania AND logistic regression AND forecast,1
leishmania,Sandfly,parasite,Y,logistic regression,early warning system,leishmania AND logistic regression AND early warning system,0
leishmania,Sandfly,parasite,Y,logistic regression,diagnostic,leishmania AND logistic regression AND diagnostic,73
leishmania,Sandfly,parasite,Y,support vector machine,surveillance,leishmania AND support vector machine AND surveillance,3
leishmania,Sandfly,parasite,Y,support vector machine,forecast,leishmania AND support vector machine AND forecast,0
leishmania,Sandfly,parasite,Y,support vector machine,early warning system,leishmania AND support vector machine AND early warning system,0
leishmania,Sandfly,parasite,Y,support vector machine,diagnostic,leishmania AND support vector machine AND diagnostic,5
leishmania,Sandfly,parasite,Y,text mining,surveillance,leishmania AND text mining AND surveillance,7
leishmania,Sandfly,parasite,Y,text mining,forecast,leishmania AND text mining AND forecast,2
leishmania,Sandfly,parasite,Y,text mining,early warning system,leishmania AND text mining AND early warning system,0
leishmania,Sandfly,parasite,Y,text mining,diagnostic,leishmania AND text mining AND diagnostic,4
leishmania,Sandfly,parasite,Y,artificial neural networks,surveillance,leishmania AND artificial neural networks AND surveillance,1
leishmania,Sandfly,parasite,Y,artificial neural networks,forecast,leishmania AND artificial neural networks AND forecast,0
leishmania,Sandfly,parasite,Y,artificial neural networks,early warning system,leishmania AND artificial neural networks AND early warning system,0
leishmania,Sandfly,parasite,Y,artificial neural networks,diagnostic,leishmania AND artificial neural networks AND diagnostic,3
leishmania,Sandfly,parasite,Y,expert system,surveillance,leishmania AND expert system AND surveillance,4
leishmania,Sandfly,parasite,Y,expert system,forecast,leishmania AND expert system AND forecast,1
leishmania,Sandfly,parasite,Y,expert system,early warning system,leishmania AND expert system AND early warning system,0
leishmania,Sandfly,parasite,Y,expert system,diagnostic,leishmania AND expert system AND diagnostic,5
leishmania,Sandfly,parasite,Y,random forest,surveillance,leishmania AND random forest AND surveillance,5
leishmania,Sandfly,parasite,Y,random forest,forecast,leishmania AND random forest AND forecast,0
leishmania,Sandfly,parasite,Y,random forest,early warning system,leishmania AND random forest AND early warning system,0
leishmania,Sandfly,parasite,Y,random forest,diagnostic,leishmania AND random forest AND diagnostic,4
leishmania,Sandfly,parasite,Y,decision trees,surveillance,leishmania AND decision trees AND surveillance,3
leishmania,Sandfly,parasite,Y,decision trees,forecast,leishmania AND decision trees AND forecast,0
leishmania,Sandfly,parasite,Y,decision trees,early warning system,leishmania AND decision trees AND early warning system,0
leishmania,Sandfly,parasite,Y,decision trees,diagnostic,leishmania AND decision trees AND diagnostic,3
leishmania,Sandfly,parasite,Y,gradient boosting,surveillance,leishmania AND gradient boosting AND surveillance,0
leishmania,Sandfly,parasite,Y,gradient boosting,forecast,leishmania AND gradient boosting AND forecast,0
leishmania,Sandfly,parasite,Y,gradient boosting,early warning system,leishmania AND gradient boosting AND early warning system,0
leishmania,Sandfly,parasite,Y,gradient boosting,diagnostic,leishmania AND gradient boosting AND diagnostic,0
leishmania,Sandfly,parasite,Y,natural language processing,surveillance,leishmania AND natural language processing AND surveillance,0
leishmania,Sandfly,parasite,Y,natural language processing,forecast,leishmania AND natural language processing AND forecast,0
leishmania,Sandfly,parasite,Y,natural language processing,early warning system,leishmania AND natural language processing AND early warning system,0
leishmania,Sandfly,parasite,Y,natural language processing,diagnostic,leishmania AND natural language processing AND diagnostic,0
leishmania,Sandfly,parasite,Y,sentiment analysis,surveillance,leishmania AND sentiment analysis AND surveillance,0
leishmania,Sandfly,parasite,Y,sentiment analysis,forecast,leishmania AND sentiment analysis AND forecast,0
leishmania,Sandfly,parasite,Y,sentiment analysis,early warning system,leishmania AND sentiment analysis AND early warning system,0
leishmania,Sandfly,parasite,Y,sentiment analysis,diagnostic,leishmania AND sentiment analysis AND diagnostic,0
leishmania,Sandfly,parasite,Y,fuzzy logic,surveillance,leishmania AND fuzzy logic AND surveillance,0
leishmania,Sandfly,parasite,Y,fuzzy logic,forecast,leishmania AND fuzzy logic AND forecast,0
leishmania,Sandfly,parasite,Y,fuzzy logic,early warning system,leishmania AND fuzzy logic AND early warning system,0
leishmania,Sandfly,parasite,Y,fuzzy logic,diagnostic,leishmania AND fuzzy logic AND diagnostic,0
sandfly fever,Sandfly,virus,N,deep learning,surveillance,sandfly fever AND deep learning AND surveillance,0
